mref;description;category;color;composition;sku;stock;size;image;price
102500P;Blusa Regata Estampada;REGATA;Preto;  4,00% ELASTANO   96,00% POLIESTER;102500P-G-PRETO;12;G;102500PPRETO.jpg; R$ 30,00 
102500P;Blusa Regata Estampada;REGATA;Preto;  4,00% ELASTANO   96,00% POLIESTER;102500P-GG-PRETO;14;GG;102500PPRETO.jpg; R$ 30,00 
102500P;Blusa Regata Estampada;REGATA;Preto;  4,00% ELASTANO   96,00% POLIESTER;102500P-G1-PRETO;10;G1;102500PPRETO.jpg; R$ 30,00 
102500P;Blusa Regata Estampada;REGATA;Preto;  4,00% ELASTANO   96,00% POLIESTER;102500P-G2-PRETO;6;G2;102500PPRETO.jpg; R$ 30,00 
102500P;Blusa Regata Estampada;REGATA;Marinho;  4,00% ELASTANO   96,00% POLIESTER;102500P-M-MARINHO;12;M;102500PMARINHO.jpg; R$ 30,00 
102500P;Blusa Regata Estampada;REGATA;Marinho;  4,00% ELASTANO   96,00% POLIESTER;102500P-G-MARINHO;10;G;102500PMARINHO.jpg; R$ 30,00 
102500P;Blusa Regata Estampada;REGATA;Marinho;  4,00% ELASTANO   96,00% POLIESTER;102500P-GG-MARINHO;4;GG;102500PMARINHO.jpg; R$ 30,00 
102500P;Blusa Regata Estampada;REGATA;Marinho;  4,00% ELASTANO   96,00% POLIESTER;102500P-G1-MARINHO;2;G1;102500PMARINHO.jpg; R$ 30,00 
70185;Regata;REGATA;Azul;100,00% ALGODAO;70185-P-AZUL;10;P;70185AZUL.jpg; R$ 34,90 
70185;Regata;REGATA;Azul;100,00% ALGODAO;70185-M-AZUL;1;M;70185AZUL.jpg; R$ 34,90 
70185;Regata;REGATA;Verde;100,00% ALGODAO;70185-P-VERDE;10;P;70185VERDE.jpg; R$ 34,90 
70259;Regata Paete;REGATA;Bege;  4,00% ELASTANO   96,00% POLIESTER;70259-M-BEGE;6;M;70259BEGE.jpg; R$ 24,90 
70259;Regata Paete;REGATA;Bege;  4,00% ELASTANO   96,00% POLIESTER;70259-G-BEGE;7;G;70259BEGE.jpg; R$ 24,90 
70259;Regata Paete;REGATA;Bege;  4,00% ELASTANO   96,00% POLIESTER;70259-G1-BEGE;3;G1;70259BEGE.jpg; R$ 24,90 
70259;Regata Paete;REGATA;Bege;  4,00% ELASTANO   96,00% POLIESTER;70259-G3-BEGE;2;G3;70259BEGE.jpg; R$ 24,90 
70303;Regata Malha Liso;REGATA;Preto;  3,00% ELASTANO   19,00% POLIESTER   78,00% VISCOSE;70303-P-PRETO;22;P;70303PRETO.jpg; R$ 34,90 
70303;Regata Malha Liso;REGATA;Preto;  3,00% ELASTANO   19,00% POLIESTER   78,00% VISCOSE;70303-M-PRETO;32;M;70303PRETO.jpg; R$ 34,90 
70303;Regata Malha Liso;REGATA;Preto;  3,00% ELASTANO   19,00% POLIESTER   78,00% VISCOSE;70303-G-PRETO;33;G;70303PRETO.jpg; R$ 34,90 
70303;Regata Malha Liso;REGATA;Preto;  3,00% ELASTANO   19,00% POLIESTER   78,00% VISCOSE;70303-GG-PRETO;35;GG;70303PRETO.jpg; R$ 34,90 
70303;Regata Malha Liso;REGATA;Preto;  3,00% ELASTANO   19,00% POLIESTER   78,00% VISCOSE;70303-G1-PRETO;24;G1;70303PRETO.jpg; R$ 34,90 
70303;Regata Malha Liso;REGATA;Preto;  3,00% ELASTANO   19,00% POLIESTER   78,00% VISCOSE;70303-G2-PRETO;19;G2;70303PRETO.jpg; R$ 34,90 
70303;Regata Malha Liso;REGATA;Preto;  3,00% ELASTANO   19,00% POLIESTER   78,00% VISCOSE;70303-G3-PRETO;16;G3;70303PRETO.jpg; R$ 34,90 
